class,value
class1,90.7001464271627
class1,114.4215688140969
class1,101.8401650055814
class1,89.65874304105743
class1,81.18302168327334
class1,119.24634634867579
class1,100.5837007472361
class1,93.68110653983653
class1,89.69550561953076
class1,90.98148001348235
class1,100.68282604124364
class1,107.06074937539555
class1,103.63701372130264
class1,88.12346876419232
class1,91.99743621491797
class1,91.79353425043968
class1,110.24376340734742
class1,111.39419147862739
class1,99.29831713076749
class1,109.28468700532947
class1,105.88982663269348
class1,105.02126081313457
class1,112.7348261676693
class1,91.79267596784807
class1,95.42861673867678
class1,104.77588132278895
class1,106.63484771994735
class1,94.22642918918422
class1,107.72196430361862
class1,86.64776116141194
class1,104.95011370643739
class1,91.56502891337195
class1,99.06008767913355
class1,118.56031708654716
class1,88.42215627942791
class1,105.75793330245493
class1,108.25226569962605
class1,98.725351852885
class1,92.99813595080153
class1,78.88349713717055
class1,118.41864116517253
class1,92.61054549772547
class1,108.62668978915013
class1,106.21556921909236
class1,114.51939742026848
class1,102.73398680709896
class1,97.74572096787283
class1,83.84800580068494
class1,103.97737254518927
class1,95.03633667116785
class1,89.2165703586619
class1,90.50788961685971
class1,84.34670446796969
class1,112.42273382804767
class1,97.00889554939951
class1,105.32648031928281
class1,98.24011737832222
class1,103.1700734941039
class1,94.32361606914695
class1,88.98308282945467
class1,99.10563542300754
class1,98.074771182419
class1,95.67307018564652
class1,83.97951430635015
class1,87.23249672585298
class1,109.3596938058764
class1,104.72517486272785
class1,94.02943359867369
class1,97.47691699446146
class1,88.66169219843644
class1,99.6831415865755
class1,114.55096391986056
class1,94.01909418000135
class1,100.77296632551675
class1,98.73071086896586
class1,109.74069601356472
class1,99.62609992554582
class1,89.57313484667242
class1,82.11726161069564
class1,99.8976236562027
class1,97.18765502447528
class1,88.13912644129
class1,97.86181217554062
class1,79.7714891377111
class1,95.86141707751315
class1,129.10930271730302
class1,108.5764149400146
class1,92.14744159558838
class1,113.49460193940969
class1,96.60322588812595
class1,122.30121864700581
class1,98.91288648827037
class1,85.18761310937313
class1,103.5029255340056
class1,114.7414669355214
class1,89.28170956344263
class1,112.64539100914392
class1,102.70982565711839
class1,101.9195070160385
class1,88.36449528158819
class1,113.28781621259157
class1,97.65329250146726
class1,97.39572251658139
class1,113.82912822898403
class1,112.86942886570637
class1,105.9345339729796
class1,91.80946029557512
class1,107.52235774029548
class1,98.03695496616905
class1,107.35100131864937
class1,112.8470051713589
class1,92.250362041743
class1,97.00145982878388
class1,108.93198832026859
class1,102.26755317116519
class1,105.77736663364252
class1,95.73329588159785
class1,114.51835371910784
class1,101.61861155382384
class1,98.23112431557186
class1,100.72200733307089
class1,100.25573541510313
class1,93.00045366754068
class1,102.92491427065646
class1,102.7201413072415
class1,84.26518200096119
class1,106.56823878963428
class1,84.52845728755932
class1,97.50511105142202
class1,109.9500514027636
class1,110.39585187121966
class1,85.68186892693973
class1,108.26086326798594
class1,94.79558930183994
class1,99.3474352974111
class1,96.80853520588941
class1,119.26110000894516
class1,114.28708550870705
class1,93.87553047554734
class1,107.98256228818627
class1,109.41049118762139
class1,106.77845779397845
class1,95.14023919066844
class1,114.12937153544121
class1,109.00158215604715
class1,107.2164341465489
class1,108.87270533575862
class1,94.14620386778294
class1,97.25106902143423
class1,84.58891602119071
class1,100.01475397781806
class1,84.10326000335823
class1,91.8512531180256
class1,93.58778238858167
class1,105.08531165224869
class1,95.06169038370788
class1,107.84592177146239
class1,111.80189930347774
class1,95.08583606719824
class1,88.11687716955674
class1,106.14502250772634
class1,89.82816184653223
class1,111.77686843254551
class1,101.29048927517324
class1,107.56159423652095
class1,99.64036851644525
class1,126.35836327196672
class1,94.27509151003821
class1,119.00635543963533
class1,107.27718372545313
class1,93.16733466229134
class1,95.08380370298826
class1,90.86733366929818
class1,107.08154160992734
class1,98.5547135722468
class1,119.91103418942498
class1,95.65578182358337
class1,95.53834837856732
class1,100.05861201244801
class1,89.08488827775525
class1,95.65633605356444
class1,115.44060956084161
class1,103.9460063347074
class1,107.95463282968656
class1,99.21054756891519
class1,94.77194802184795
class1,98.92290914647462
class1,91.26793296460221
class1,102.09586404748624
class1,97.47964934924119
class1,104.19590757704944
class1,92.95332501039803
class1,88.19600938263073
class1,96.2988605799136
class1,105.50464979151957
class1,84.51881199645855
class1,103.52745776848367
class1,95.53350293308085
class1,113.89338053415105
class1,90.4053681572655
class1,99.59598156937074
class1,102.05763449801815
class1,101.03211639389173
class1,83.16641464250444
class1,107.0482504185536
class1,95.2397598990914
class1,117.85526504769663
class1,91.54673494019998
class1,104.6633121456116
class1,113.9425289680274
class1,93.48767673144427
class1,103.60985968119519
class1,86.75817177129336
class1,85.34894834119001
class1,100.47437550327456
class1,100.3601316973417
class1,92.19789916785119
class1,95.43964741230997
class1,92.58501373187366
class1,89.53780958904335
class1,105.91871656259895
class1,96.96861418807568
class1,86.79550647853769
class1,95.64884574203627
class1,118.09198563609776
class1,99.18120562754861
class1,100.18328690832931
class1,117.95171228632402
class1,113.00392819483456
class1,91.863292331415
class1,115.37618397455884
class1,98.59988269765192
class1,83.1001769038372
class1,88.04735539704846
class1,112.93811221225886
class1,133.4177543189845
class1,105.61999598540272
class1,88.63247254088529
class1,108.9952193632696
class1,111.2548823995937
class1,95.63937380721909
class1,95.97132609735228
class1,96.69626370087944
class1,102.6739682569471
class1,108.10734255253158
class1,69.17446042222377
class1,109.2564725960859
class1,87.16953245463924
class1,87.57679451035585
class1,89.48671505292967
class1,93.4486290659603
class1,99.16418212133671
class1,100.56169121322185
class1,90.7640463133343
class1,103.27481771354543
class1,91.60256981653569
class1,99.18949855870079
class1,109.56111672492625
class1,100.59026502173694
class1,96.08735354108441
class1,89.20541794786389
class1,117.37536554721598
class1,100.43114310708211
class1,89.49572433693157
class1,95.7479641160645
class1,94.49923326531366
class1,106.17025926158301
class1,89.60529171075076
class1,106.62211859960144
class1,98.72485187494912
class1,108.44131543368724
class1,110.16783381058139
class1,97.56826813715288
class1,84.94757324404054
class1,75.72214564121109
class1,104.49373204985449
class1,93.93912867495499
class1,97.63849295011502
class1,79.69347653640182
class1,105.64153065670673
class1,97.49479230178832
class1,96.13312361682858
class1,86.90994469516211
class1,91.14918914186698
class1,106.0420193193197
class1,122.51274811302953
class1,102.17480483472137
class1,127.90554354630433
class1,90.91296492282126
class1,108.22467105890905
class1,91.87796988304429
class1,96.10922099780834
class1,98.27282951475881
class1,103.81687650722094
class1,86.98161842398062
class1,119.52892788671292
class1,82.47888182001769
class1,102.82334248217191
class1,96.13851642587024
class1,72.37613070622997
class1,96.00572804190757
class1,114.83449984796556
class1,104.06015499320054
class1,90.44096310463112
class1,93.42751675811911
class1,88.81691458904581
class1,107.44446802838671
class1,90.09601817012313
class1,100.99025687919993
class1,90.64020266679557
class1,77.53589473065435
class1,91.97233503166571
class1,110.21061002765914
class1,129.2600107804421
class1,98.94490900179517
class1,108.5249565593835
class1,86.95923499924541
class1,101.70535585716874
class1,90.31037549128366
class1,90.16236344373024
class1,96.64635869892602
class1,97.43137798764414
class1,107.97238764237319
class1,94.63723707656018
class1,94.34294488688556
class1,102.66280284318823
class1,94.18221400718727
class1,83.68839163205199
class1,98.31733942640628
class1,99.21727361172421
class1,98.25500926327759
class1,111.16918337914424
class1,89.61251182015224
class1,91.48837133667982
class1,86.29808283254361
class1,97.09752808168842
class1,80.07358136756909
class1,113.23967853902033
class1,97.85388828732464
class1,84.91264770283325
class1,83.78557513065859
class1,83.9121810021304
class1,104.77685568291017
class1,96.521877273783
class1,103.22015178308229
class1,109.03564269391673
class1,93.96145359585769
class1,99.94896455992988
class1,92.6589305928192
class1,91.42149284315916
class1,100.8485939137828
class1,120.7131443420834
class1,103.77082635376402
class1,94.21124109633337
class1,111.10334361913726
class1,96.97845502525627
class1,100.18448912354928
class1,126.65000759775896
class1,89.0696452052374
class1,108.44631290884043
class1,99.7842693225723
class1,88.81532462569359
class1,104.78553466495856
class1,103.74814576644879
class1,101.11745512384009
class1,106.88536076690258
class1,102.59395766016742
class1,91.15911683999336
class1,96.83972796213459
class1,94.05507842348463
class1,81.02537669767855
class1,100.69925175676597
class1,86.23121317231887
class1,88.88336768563752
class1,115.9310968060457
class1,93.01187736401913
class1,115.45044986837082
class1,92.8444060421419
class1,93.43655489785951
class1,110.12309287765349
class1,108.13047207341221
class1,90.75390120824208
class1,109.94624642420874
class1,93.04004108966176
class1,93.68873128805525
class1,99.58118719636029
class1,76.78484008913756
class1,90.27238155002865
class1,92.02319499648075
class1,86.73432009794072
class1,93.42570222666686
class1,108.67631264074515
class1,104.34661929660898
class1,92.03484456141496
class1,91.77527749683611
class1,100.87000732100118
class1,98.61708748845169
class1,111.75171884593033
class1,109.66554826562955
class1,108.49364240878654
class1,108.37997772311849
class1,92.81333267407354
class1,107.59274465093185
class1,91.85170540071113
class1,109.49395800137552
class1,108.91153106389112
class1,114.20546926898233
class1,82.97365133582284
class1,104.95159061184889
class1,113.40157084971422
class1,95.58765105786306
class1,115.41640142893934
class1,110.99127535425202
class1,91.14044801420194
class1,107.5746412318688
class1,84.14086170028035
class1,103.55602344591625
class1,98.35001802995414
class1,121.11670854442616
class1,97.49586366101288
class1,96.70582682763617
class1,107.23427023203563
class1,85.89055327980563
class1,88.03528935178261
class1,88.689765374885
class1,118.36052021963812
class1,112.31489525707556
class1,85.92424636296323
class1,85.78309514893192
class1,114.8133810517026
class1,111.88898509683506
class1,89.50730928877445
class1,113.79967547832155
class1,106.41614183575074
class1,110.67586032844567
class1,78.71150082735205
class1,106.89672246790751
class1,133.21084013530321
class1,104.54101666218828
